person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,default_probability,risk_band
34,45600,RENT,6.0,DEBTCONSOLIDATION,B,15000,11.48,1,0.33,N,9,0.97414285,High
29,115742,MORTGAGE,13.0,PERSONAL,A,7000,6.62,0,0.06,N,8,0.016352365,Low
27,115752,MORTGAGE,6.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.09,N,7,0.075868264,Low
27,116000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,18000,7.49,0,0.16,N,10,0.0206542,Low
28,116000,OWN,7.0,VENTURE,C,12000,13.49,0,0.1,Y,6,0.0010544016,Low
27,116000,OWN,3.0,MEDICAL,A,6000,7.29,0,0.05,N,7,0.00091654033,Low
28,116000,MORTGAGE,12.0,VENTURE,A,14000,7.51,0,0.12,N,6,0.0034583204,Low
27,47000,RENT,4.0,DEBTCONSOLIDATION,A,15000,8.49,1,0.32,N,10,0.9753321,High
32,116000,MORTGAGE,15.0,EDUCATION,B,21600,10.62,0,0.19,N,9,0.04776974,Low
28,116000,MORTGAGE,10.0,MEDICAL,B,25000,12.18,0,0.22,N,10,0.08456792,Low
27,29040,RENT,11.0,DEBTCONSOLIDATION,C,1800,13.23,1,0.06,Y,5,0.3434258,Medium
33,116000,MORTGAGE,5.0,EDUCATION,C,15000,12.84,0,0.13,N,7,0.044992376,Low
33,116004,MORTGAGE,12.0,MEDICAL,C,8200,13.85,0,0.07,N,9,0.07469384,Low
31,116004,MORTGAGE,13.0,MEDICAL,A,6775,8.59,0,0.06,N,10,0.026013097,Low
29,33048,RENT,2.0,MEDICAL,C,1800,12.53,0,0.05,N,8,0.13169907,Low
32,104400,MORTGAGE,17.0,DEBTCONSOLIDATION,A,24000,8.9,1,0.23,N,5,0.06640323,Low
35,26400,OWN,19.0,VENTURE,A,6600,5.99,0,0.25,N,8,0.00045027398,Low
30,116500,MORTGAGE,9.0,DEBTCONSOLIDATION,C,15000,14.79,0,0.13,Y,7,0.15764578,Low
29,35000,RENT,12.0,DEBTCONSOLIDATION,A,1800,5.42,0,0.05,N,7,0.059329946,Low
29,117000,MORTGAGE,14.0,VENTURE,A,7800,8.9,0,0.07,N,8,0.0035436396,Low
33,117000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,20000,6.17,0,0.17,N,6,0.013265658,Low
31,117000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,6.91,0,0.03,N,5,0.016632136,Low
33,117000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,18000,10.99,0,0.15,N,8,0.022328565,Low
34,36129,RENT,3.0,DEBTCONSOLIDATION,C,1800,14.22,0,0.05,Y,9,0.13646767,Low
30,117500,MORTGAGE,0.0,EDUCATION,A,13500,8.49,0,0.11,N,7,0.021668803,Low
29,117500,OWN,1.0,VENTURE,A,20000,6.17,0,0.17,N,9,0.0002637785,Low
30,117500,MORTGAGE,3.0,PERSONAL,A,17500,7.37,0,0.15,N,6,0.013557002,Low
31,117516,MORTGAGE,3.0,MEDICAL,C,21000,13.49,0,0.18,N,5,0.117206484,Low
29,117600,MORTGAGE,13.0,DEBTCONSOLIDATION,C,14400,12.99,0,0.12,Y,6,0.073223725,Low
33,26400,OWN,13.0,VENTURE,B,7000,11.36,0,0.27,N,9,0.0005289627,Low
27,117832,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12500,6.17,0,0.11,N,7,0.014848115,Low
27,117996,MORTGAGE,4.0,DEBTCONSOLIDATION,A,16000,7.9,0,0.14,N,10,0.024583153,Low
31,118000,MORTGAGE,8.0,MEDICAL,B,6000,12.69,0,0.05,N,9,0.06357585,Low
27,118000,MORTGAGE,3.0,PERSONAL,A,10000,6.17,0,0.08,N,6,0.013655674,Low
30,118000,MORTGAGE,0.0,PERSONAL,C,5000,13.92,0,0.04,Y,9,0.0467819,Low
28,47881,RENT,12.0,DEBTCONSOLIDATION,B,15000,10.99,1,0.31,N,7,0.97856116,High
29,118374,MORTGAGE,13.0,VENTURE,C,3500,13.49,0,0.03,Y,6,0.04172532,Low
29,118400,MORTGAGE,11.0,EDUCATION,A,35000,7.9,0,0.3,N,8,0.028437879,Low
27,118500,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,6.91,0,0.13,N,9,0.015117547,Low
28,48000,RENT,5.0,PERSONAL,B,15000,11.99,1,0.31,N,7,0.9760113,High
27,119000,MORTGAGE,0.0,MEDICAL,B,8800,10.99,0,0.07,N,7,0.07465853,Low
34,26000,OWN,7.0,HOMEIMPROVEMENT,B,6000,12.42,0,0.23,N,8,0.005586348,Low
28,119000,MORTGAGE,2.0,MEDICAL,B,5325,10.38,0,0.04,N,7,0.049861997,Low
30,119000,MORTGAGE,14.0,PERSONAL,C,25000,12.73,0,0.21,Y,8,0.081857234,Low
29,26000,OWN,5.0,VENTURE,B,4500,11.71,0,0.17,N,5,0.0004628623,Low
32,119000,MORTGAGE,12.0,PERSONAL,B,18000,10.99,0,0.15,N,7,0.043749116,Low
27,119000,OWN,5.0,EDUCATION,A,5000,7.51,0,0.04,N,5,0.0011770799,Low
34,119000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,6000,10.99,0,0.05,N,10,0.021878334,Low
32,119000,MORTGAGE,10.0,MEDICAL,C,9000,13.47,0,0.08,N,7,0.07971753,Low
27,107450,MORTGAGE,11.0,PERSONAL,G,24000,20.86,1,0.22,Y,10,0.94319665,High
29,119500,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6800,13.16,0,0.06,Y,10,0.067509055,Low
29,119604,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5000,9.32,0,0.04,N,5,0.032225486,Low
30,119700,MORTGAGE,2.0,HOMEIMPROVEMENT,A,9500,8.94,0,0.08,N,10,0.025054706,Low
33,120000,MORTGAGE,3.0,EDUCATION,A,14050,8.9,0,0.12,N,7,0.014714608,Low
32,120000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,8.9,0,0.07,N,6,0.021529187,Low
27,120000,MORTGAGE,2.0,EDUCATION,A,17000,6.03,0,0.14,N,5,0.0078563085,Low
34,26000,OWN,0.0,MEDICAL,A,3000,8.49,0,0.12,N,9,0.0016771212,Low
28,26000,OWN,3.0,HOMEIMPROVEMENT,A,2500,7.49,0,0.1,N,8,0.006145258,Low
29,48000,RENT,2.0,PERSONAL,B,15000,11.36,1,0.31,N,8,0.97401696,High
29,120000,MORTGAGE,11.0,VENTURE,B,16000,12.42,0,0.13,N,9,0.005960255,Low
29,120000,MORTGAGE,2.0,EDUCATION,A,35000,8.9,0,0.29,N,7,0.01880831,Low
29,120000,MORTGAGE,8.0,MEDICAL,A,28000,7.9,0,0.23,N,8,0.029494023,Low
29,120000,MORTGAGE,3.0,EDUCATION,B,20000,11.71,0,0.17,N,5,0.0353392,Low
29,42000,RENT,0.0,PERSONAL,E,15000,14.25,1,0.36,N,9,0.99633276,High
28,48500,RENT,0.0,MEDICAL,C,15000,12.99,1,0.31,Y,7,0.97740424,High
28,48500,RENT,4.0,PERSONAL,C,15000,12.87,1,0.31,Y,8,0.9773745,High
27,120000,MORTGAGE,11.0,EDUCATION,B,20000,10.65,0,0.17,N,8,0.032582197,Low
29,120000,MORTGAGE,12.0,VENTURE,B,12000,10.65,0,0.1,N,9,0.004864656,Low
30,48564,RENT,3.0,VENTURE,B,15000,10.75,1,0.31,N,9,0.9586448,High
29,120000,MORTGAGE,2.0,PERSONAL,D,7000,10.99,0,0.06,N,8,0.17575163,Low
27,120000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,15000,13.49,0,0.13,Y,6,0.060565956,Low
30,43992,RENT,2.0,PERSONAL,D,15000,13.24,1,0.34,N,7,0.99452305,High
33,120000,MORTGAGE,14.0,VENTURE,B,2000,12.69,0,0.02,N,9,0.0074638366,Low
27,50000,RENT,3.0,VENTURE,D,15000,16.77,0,0.3,N,5,0.15679872,Low
29,120000,MORTGAGE,1.0,VENTURE,B,5000,9.91,0,0.04,N,7,0.0034034164,Low
29,120000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,6900,10.65,0,0.06,N,6,0.028860273,Low
27,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,6.62,0,0.08,N,10,0.015130927,Low
31,120000,MORTGAGE,0.0,VENTURE,A,12000,6.03,0,0.1,N,6,0.001844144,Low
30,120000,MORTGAGE,15.0,EDUCATION,A,11000,6.03,0,0.09,N,5,0.011314607,Low
34,120000,MORTGAGE,0.0,MEDICAL,A,7100,8.9,0,0.06,N,8,0.023322571,Low
31,120000,MORTGAGE,6.0,MEDICAL,A,28000,8.9,0,0.23,N,9,0.033335987,Low
27,120000,MORTGAGE,0.0,PERSONAL,A,7000,7.49,0,0.06,N,9,0.016669143,Low
35,120000,MORTGAGE,2.0,PERSONAL,A,8000,10.99,0,0.07,N,10,0.020278014,Low
28,120000,OWN,7.0,VENTURE,B,5000,10.65,0,0.04,N,6,0.00022428182,Low
32,120000,MORTGAGE,7.0,PERSONAL,D,28250,16.77,0,0.24,Y,9,0.12801237,Low
34,120000,MORTGAGE,2.0,EDUCATION,B,4200,12.69,0,0.04,N,6,0.031084592,Low
27,120000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,20000,7.51,0,0.17,N,6,0.019760175,Low
29,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,20000,12.42,0,0.17,N,6,0.055536993,Low
34,25800,OWN,18.0,EDUCATION,A,10000,8.94,0,0.39,N,9,0.0028546387,Low
28,50000,RENT,4.0,PERSONAL,A,15000,7.49,0,0.3,N,6,0.03293195,Low
27,120000,OWN,11.0,MEDICAL,B,4800,10.99,0,0.04,N,10,0.0018621873,Low
34,120000,OWN,4.0,VENTURE,B,7800,10.99,0,0.07,N,9,0.00017132943,Low
30,120000,MORTGAGE,3.0,PERSONAL,B,6000,10.99,0,0.05,N,7,0.028716369,Low
30,120000,MORTGAGE,12.0,DEBTCONSOLIDATION,B,7200,9.99,0,0.06,N,9,0.048882592,Low
28,120000,MORTGAGE,3.0,MEDICAL,A,14500,5.42,0,0.12,N,8,0.009066846,Low
27,120000,MORTGAGE,3.0,PERSONAL,B,14000,11.99,0,0.12,N,10,0.033756625,Low
32,108000,MORTGAGE,13.0,DEBTCONSOLIDATION,D,8400,15.99,1,0.08,N,7,0.9542672,High
30,44000,RENT,4.0,DEBTCONSOLIDATION,A,15000,6.54,1,0.34,N,5,0.9927037,High
29,120000,OWN,10.0,PERSONAL,B,18000,11.49,0,0.15,N,10,0.0011306528,Low
30,120000,MORTGAGE,13.0,EDUCATION,B,15000,10.99,0,0.13,N,8,0.03147602,Low
28,91800,MORTGAGE,6.0,MEDICAL,D,10000,16.89,1,0.09,Y,8,0.86919016,High
31,120000,MORTGAGE,15.0,PERSONAL,B,7500,10.99,0,0.06,N,9,0.041375812,Low
27,120000,MORTGAGE,11.0,PERSONAL,A,8000,5.99,0,0.07,N,6,0.014998811,Low
30,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,11.49,0,0.03,N,8,0.040912703,Low
30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,10.99,1,0.05,N,9,0.085641146,Low
31,120000,MORTGAGE,8.0,EDUCATION,A,20000,7.49,0,0.17,N,6,0.014577104,Low
28,120000,MORTGAGE,4.0,PERSONAL,D,8000,15.62,0,0.07,N,7,0.1298028,Low
30,120000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.13,N,6,0.031322543,Low
31,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,C,35000,13.49,1,0.32,N,10,0.42385632,Medium
27,50000,RENT,1.0,VENTURE,C,15000,13.16,0,0.3,N,9,0.08386223,Low
34,50000,RENT,0.0,HOMEIMPROVEMENT,C,15000,12.72,0,0.3,Y,9,0.12184212,Low
35,120000,MORTGAGE,4.0,MEDICAL,B,8850,10.99,0,0.07,N,7,0.05217683,Low
33,120000,MORTGAGE,6.0,MEDICAL,A,4500,5.99,0,0.04,N,5,0.010280647,Low
28,50000,RENT,1.0,EDUCATION,C,15000,10.28,0,0.3,N,5,0.047639962,Low
32,120000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,6600,7.49,0,0.06,N,7,0.0141759645,Low
27,120000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,7000,5.99,0,0.06,N,5,0.011674954,Low
29,120000,OWN,4.0,VENTURE,A,7000,8.49,0,0.06,N,7,0.00015029215,Low
28,120000,MORTGAGE,11.0,EDUCATION,B,14400,10.74,0,0.12,N,10,0.029785391,Low
30,120000,OWN,14.0,VENTURE,C,10000,13.06,0,0.08,Y,8,0.0010866331,Low
33,120000,MORTGAGE,4.0,PERSONAL,A,6000,6.92,0,0.05,N,8,0.008917855,Low
29,120000,OWN,5.0,MEDICAL,B,8000,11.11,0,0.07,N,10,0.0012038173,Low
33,120000,MORTGAGE,3.0,MEDICAL,A,14000,7.29,0,0.12,N,8,0.012097895,Low
29,120000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,5.42,0,0.04,N,9,0.009565848,Low
30,120000,MORTGAGE,6.0,MEDICAL,A,9600,7.66,0,0.08,N,9,0.020501032,Low
28,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,5000,13.06,0,0.04,N,5,0.07668377,Low
28,120000,MORTGAGE,12.0,EDUCATION,A,10000,5.42,0,0.08,N,6,0.008101835,Low
32,50880,RENT,6.0,PERSONAL,F,15000,20.25,0,0.29,Y,5,0.20533252,Medium
34,120000,MORTGAGE,10.0,EDUCATION,B,20000,10.37,0,0.17,N,10,0.026847158,Low
27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,18000,10.74,0,0.15,N,6,0.03283664,Low
30,120000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18400,9.63,0,0.15,N,9,0.03910883,Low
29,25000,OWN,8.0,MEDICAL,C,6500,13.49,0,0.26,N,9,0.0019130253,Low
29,25000,OWN,5.0,MEDICAL,C,10000,13.49,0,0.4,Y,5,0.0072037666,Low
28,91800,MORTGAGE,4.0,MEDICAL,D,20000,15.28,1,0.19,N,6,0.8692945,High
30,120000,MORTGAGE,12.0,EDUCATION,A,6000,5.42,0,0.05,N,9,0.005852177,Low
30,120000,MORTGAGE,3.0,EDUCATION,B,8000,10.37,0,0.07,N,9,0.026110347,Low
33,120000,MORTGAGE,17.0,PERSONAL,A,15000,5.79,0,0.13,N,9,0.008491913,Low
27,51395,RENT,11.0,VENTURE,B,15000,10.99,0,0.29,N,6,0.023810573,Low
29,120000,OWN,11.0,DEBTCONSOLIDATION,D,5000,14.09,0,0.04,Y,6,0.05177871,Low
27,120000,MORTGAGE,11.0,PERSONAL,C,8000,12.61,0,0.07,N,9,0.0554373,Low
34,120000,MORTGAGE,4.0,MEDICAL,A,16800,6.91,0,0.14,N,6,0.011636212,Low
30,120000,MORTGAGE,1.0,EDUCATION,B,4800,10.36,0,0.04,N,8,0.02275845,Low
29,120000,MORTGAGE,13.0,VENTURE,A,10000,6.17,0,0.08,N,8,0.0017191079,Low
32,120000,MORTGAGE,13.0,EDUCATION,B,2000,10.99,0,0.02,N,5,0.037125498,Low
28,120000,MORTGAGE,5.0,MEDICAL,C,22000,13.72,0,0.18,Y,6,0.08822245,Low
34,108000,MORTGAGE,4.0,DEBTCONSOLIDATION,G,25000,20.03,1,0.23,N,8,0.9951155,High
27,120000,MORTGAGE,2.0,EDUCATION,A,7000,7.14,0,0.06,N,10,0.01052067,Low
33,120000,OWN,1.0,EDUCATION,A,6000,7.14,0,0.05,N,10,0.00047875434,Low
31,120000,MORTGAGE,6.0,PERSONAL,D,25000,16.32,0,0.21,Y,7,0.15949251,Low
30,120000,MORTGAGE,6.0,EDUCATION,A,14000,7.88,0,0.12,N,6,0.012230211,Low
32,120000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,5600,10.75,0,0.05,N,10,0.033569697,Low
28,120000,OWN,1.0,PERSONAL,D,3600,14.84,0,0.03,N,9,0.004454755,Low
32,52800,RENT,3.0,PERSONAL,D,15000,16.29,0,0.28,N,6,0.3360861,Medium
32,120000,MORTGAGE,9.0,VENTURE,A,8000,7.51,0,0.07,N,7,0.0024843863,Low
28,120000,MORTGAGE,0.0,PERSONAL,B,20000,10.99,0,0.17,N,5,0.042191718,Low
29,120000,MORTGAGE,1.0,VENTURE,B,23000,11.49,0,0.19,N,5,0.009274084,Low
33,24000,RENT,3.0,EDUCATION,B,1600,8.88,0,0.07,N,6,0.096944004,Low
28,24000,RENT,0.0,MEDICAL,D,1600,15.05,1,0.07,N,5,0.9256441,High
27,120000,MORTGAGE,4.0,VENTURE,A,8400,7.14,0,0.07,N,8,0.002127522,Low
30,120000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,5000,10.38,0,0.04,N,9,0.050968632,Low
27,120000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,25000,15.95,0,0.21,N,9,0.16981597,Low
33,25200,RENT,3.0,MEDICAL,E,1600,16.69,1,0.06,N,6,0.83254683,High
32,120000,MORTGAGE,16.0,VENTURE,B,25000,10.99,0,0.21,N,6,0.010459053,Low
29,120000,MORTGAGE,7.0,VENTURE,C,12000,13.48,0,0.1,N,7,0.0300423,Low
27,120000,MORTGAGE,11.0,PERSONAL,A,7000,6.76,0,0.06,N,5,0.01693694,Low
29,120000,MORTGAGE,5.0,MEDICAL,B,9000,10.25,0,0.07,N,10,0.037808675,Low
31,120000,MORTGAGE,9.0,MEDICAL,A,10000,7.51,0,0.08,N,7,0.02457374,Low
27,91800,MORTGAGE,4.0,MEDICAL,D,25000,16.07,1,0.23,N,9,0.88920975,High
29,120000,MORTGAGE,10.0,PERSONAL,A,4700,7.14,0,0.04,N,6,0.014755376,Low
27,108000,MORTGAGE,11.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.23,Y,9,0.9544547,High
33,30000,RENT,0.0,DEBTCONSOLIDATION,B,1600,10.25,0,0.05,N,9,0.15506193,Low
28,120000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,6000,7.74,0,0.05,N,5,0.019391008,Low
29,120000,OWN,3.0,EDUCATION,A,7500,7.74,0,0.06,N,8,0.00061014004,Low
29,120000,MORTGAGE,2.0,PERSONAL,C,20000,13.92,0,0.17,N,6,0.029651357,Low
31,120000,MORTGAGE,0.0,VENTURE,B,20000,11.14,0,0.17,N,9,0.007993823,Low
30,38400,RENT,6.0,DEBTCONSOLIDATION,C,1600,13.49,0,0.04,N,10,0.09056256,Low
29,120000,MORTGAGE,13.0,HOMEIMPROVEMENT,A,7000,8.94,0,0.06,N,10,0.018628703,Low
27,33000,RENT,11.0,HOMEIMPROVEMENT,D,1600,16.89,1,0.05,Y,5,0.8118933,High
31,40000,RENT,9.0,VENTURE,A,1600,10.99,0,0.04,N,8,0.0067210025,Low
31,40000,RENT,0.0,MEDICAL,C,1600,14.79,0,0.04,N,8,0.09722067,Low
30,120000,MORTGAGE,14.0,VENTURE,D,7500,15.65,0,0.06,N,5,0.06225205,Low
35,34000,RENT,1.0,VENTURE,D,1600,14.84,1,0.05,Y,6,0.91610384,High
30,42000,RENT,1.0,PERSONAL,B,1600,10.37,0,0.04,N,6,0.083616935,Low
32,36000,RENT,5.0,DEBTCONSOLIDATION,D,1600,14.09,1,0.04,Y,9,0.8804242,High
31,25000,OWN,4.0,HOMEIMPROVEMENT,B,3075,11.83,0,0.12,N,5,0.0054499237,Low
29,42000,RENT,4.0,VENTURE,G,1600,19.16,0,0.04,Y,6,0.7469881,High
29,43200,RENT,4.0,EDUCATION,C,1600,13.49,0,0.04,N,10,0.073253095,Low
31,120000,MORTGAGE,9.0,VENTURE,A,9000,8.94,0,0.07,N,6,0.0032281212,Low
27,120000,MORTGAGE,11.0,EDUCATION,E,20000,10.99,0,0.17,Y,7,0.12324041,Low
27,120000,MORTGAGE,4.0,PERSONAL,C,6000,13.79,0,0.05,N,10,0.029339202,Low
27,120000,MORTGAGE,2.0,MEDICAL,B,16000,12.21,0,0.13,N,8,0.047039118,Low
27,51000,RENT,9.0,VENTURE,B,1600,10.59,0,0.03,N,6,0.009954011,Low
29,120000,MORTGAGE,2.0,EDUCATION,A,5000,7.68,0,0.04,N,6,0.015501173,Low
29,120000,MORTGAGE,3.0,MEDICAL,C,6250,12.53,0,0.05,Y,8,0.058147315,Low
28,91800,MORTGAGE,1.0,MEDICAL,D,15000,15.37,1,0.14,Y,8,0.9008565,High
34,51600,RENT,4.0,MEDICAL,D,1600,15.21,1,0.03,Y,6,0.7902728,High
27,120000,MORTGAGE,11.0,HOMEIMPROVEMENT,B,10000,11.14,0,0.08,N,6,0.057333894,Low
29,63500,RENT,4.0,DEBTCONSOLIDATION,B,1600,11.83,0,0.03,N,5,0.09122593,Low
29,67171,RENT,13.0,MEDICAL,A,1600,8.9,0,0.02,N,7,0.059338912,Low
28,120000,MORTGAGE,12.0,VENTURE,B,20000,9.45,0,0.17,N,10,0.0048241834,Low
29,108000,MORTGAGE,2.0,PERSONAL,D,24500,12.61,1,0.23,N,9,0.3656451,Medium
29,68000,RENT,4.0,EDUCATION,B,1600,11.48,0,0.02,N,10,0.050203778,Low
31,91800,MORTGAGE,0.0,MEDICAL,A,2225,7.43,1,0.02,N,5,0.050736483,Low
34,91800,MORTGAGE,0.0,MEDICAL,F,25000,15.83,1,0.23,Y,9,0.9409506,High
32,120000,MORTGAGE,16.0,HOMEIMPROVEMENT,D,6000,12.17,0,0.05,N,8,0.18109432,Low
28,120000,MORTGAGE,0.0,EDUCATION,A,1000,7.12,0,0.01,N,5,0.013288441,Low
32,91800,MORTGAGE,8.0,MEDICAL,E,24625,14.07,1,0.23,Y,7,0.87993604,High
30,120000,MORTGAGE,15.0,MEDICAL,B,8275,9.01,0,0.07,N,8,0.043310158,Low
27,120000,MORTGAGE,7.0,EDUCATION,A,3775,10.99,0,0.03,N,6,0.020460691,Low
29,120000,MORTGAGE,8.0,VENTURE,A,5000,7.43,0,0.04,N,6,0.0024129855,Low
32,86000,RENT,4.0,EDUCATION,C,1600,13.23,0,0.02,Y,9,0.07545103,Low
29,24996,OWN,2.0,VENTURE,B,8000,9.99,0,0.32,N,7,0.00074042374,Low
34,120579,MORTGAGE,9.0,DEBTCONSOLIDATION,C,9600,10.99,0,0.08,Y,7,0.07791085,Low
34,120602,MORTGAGE,4.0,MEDICAL,C,20000,14.79,0,0.17,N,8,0.14197479,Low
33,120999,MORTGAGE,7.0,HOMEIMPROVEMENT,C,15200,13.61,0,0.13,Y,5,0.045436762,Low
30,10800,RENT,1.0,PERSONAL,B,1500,11.48,1,0.14,N,9,0.52796626,High
27,121000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,16800,6.91,0,0.14,N,8,0.010856137,Low
33,12000,RENT,0.0,MEDICAL,B,1500,11.83,0,0.13,N,6,0.33970672,Medium
31,121000,MORTGAGE,15.0,DEBTCONSOLIDATION,C,25000,12.73,0,0.21,Y,9,0.10627276,Low
33,121000,MORTGAGE,0.0,EDUCATION,C,17600,13.57,0,0.15,N,5,0.03359736,Low
34,12996,RENT,0.0,MEDICAL,B,1500,9.25,0,0.12,N,7,0.23404819,Medium
28,121008,MORTGAGE,0.0,PERSONAL,A,5400,5.99,0,0.04,N,6,0.010620266,Low
28,92801,MORTGAGE,12.0,MEDICAL,D,20000,14.74,1,0.18,Y,8,0.8145269,High
32,121500,MORTGAGE,11.0,VENTURE,A,6000,7.51,0,0.05,N,6,0.0028311724,Low
29,121722,MORTGAGE,8.0,DEBTCONSOLIDATION,A,7200,10.99,0,0.06,N,7,0.025076518,Low
29,109900,MORTGAGE,9.0,EDUCATION,C,15000,13.47,1,0.14,Y,10,0.07965711,Low
28,122000,MORTGAGE,11.0,VENTURE,D,15000,16.77,0,0.12,Y,5,0.09779158,Low
27,24840,OWN,0.0,MEDICAL,A,11500,8.49,0,0.46,N,6,0.010027038,Low
30,122000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,11200,5.42,0,0.09,N,9,0.007194118,Low
34,14400,RENT,4.0,DEBTCONSOLIDATION,C,1500,12.61,0,0.1,Y,9,0.29514152,Medium
27,122000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.07,N,6,0.016985716,Low
31,122000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,6000,9.38,0,0.05,N,9,0.01585068,Low
32,122004,MORTGAGE,13.0,HOMEIMPROVEMENT,A,10000,8.59,0,0.08,N,9,0.021834854,Low
34,122400,MORTGAGE,5.0,MEDICAL,B,6800,10.65,0,0.06,N,10,0.036593944,Low
32,122400,MORTGAGE,16.0,MEDICAL,A,10000,7.88,0,0.08,N,6,0.024232723,Low
27,122880,MORTGAGE,3.0,VENTURE,A,35000,8.49,0,0.28,N,5,0.0035529274,Low
27,123000,MORTGAGE,0.0,VENTURE,C,13225,16.11,0,0.11,Y,7,0.07173543,Low
32,123000,MORTGAGE,16.0,VENTURE,E,15200,15.95,0,0.12,Y,9,0.081844404,Low
31,123000,MORTGAGE,7.0,MEDICAL,A,15000,6.91,0,0.12,N,7,0.013006661,Low
28,111000,MORTGAGE,12.0,DEBTCONSOLIDATION,F,25000,19.79,1,0.23,N,5,0.877123,High
28,123000,OWN,7.0,PERSONAL,A,4000,8.59,0,0.03,N,5,0.0010704375,Low
31,123000,MORTGAGE,15.0,VENTURE,C,19000,13.47,0,0.15,Y,9,0.040858064,Low
31,94350,MORTGAGE,5.0,MEDICAL,D,15000,15.37,1,0.14,N,8,0.793746,High
30,111000,MORTGAGE,2.0,HOMEIMPROVEMENT,G,12500,19.04,1,0.11,N,8,0.9300365,High
34,18000,RENT,0.0,MEDICAL,B,1500,11.48,1,0.08,N,6,0.31507742,Medium
28,123504,MORTGAGE,12.0,VENTURE,B,18000,10.99,0,0.15,N,7,0.006344186,Low
27,123996,MORTGAGE,11.0,MEDICAL,A,6500,8.0,0,0.05,N,6,0.02481826,Low
33,124000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,14000,6.03,0,0.11,N,10,0.009998517,Low
27,124000,MORTGAGE,9.0,PERSONAL,B,4350,11.49,0,0.04,N,6,0.037897598,Low
29,124000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,2000,5.42,0,0.02,N,7,0.013440224,Low
34,124000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.1,N,5,0.016487285,Low
29,124000,MORTGAGE,13.0,MEDICAL,A,8100,7.51,0,0.07,N,7,0.023332909,Low
27,124000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24250,10.99,0,0.2,N,7,0.058939148,Low
33,124000,OWN,10.0,PERSONAL,D,23500,14.96,0,0.19,Y,6,0.0048990995,Low
27,19200,RENT,4.0,PERSONAL,A,1500,7.14,0,0.08,N,10,0.24800229,Medium
35,124596,MORTGAGE,1.0,EDUCATION,B,20000,11.49,0,0.16,N,5,0.04180085,Low
31,24000,OWN,14.0,PERSONAL,D,2000,16.29,0,0.08,N,9,0.0039813262,Low
29,24000,OWN,3.0,PERSONAL,A,7200,7.51,0,0.3,N,6,0.0022078298,Low
27,20004,RENT,0.0,VENTURE,B,1500,12.69,0,0.07,N,9,0.042979416,Low
28,124800,MORTGAGE,1.0,VENTURE,C,15000,12.53,0,0.12,Y,5,0.045420572,Low
31,124992,MORTGAGE,15.0,DEBTCONSOLIDATION,A,24000,8.49,0,0.19,N,5,0.050939646,Low
27,125000,MORTGAGE,7.0,EDUCATION,A,9000,7.51,0,0.07,N,6,0.018890815,Low
29,125000,MORTGAGE,6.0,VENTURE,B,3400,9.91,0,0.03,N,7,0.0030310985,Low
32,125000,MORTGAGE,4.0,EDUCATION,A,9000,6.62,0,0.07,N,10,0.009099227,Low
